"punishment";"offence";"age";"tot";"length";"region";"2023"
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">6 - 9 months";"Herlev";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">6 - 9 months";"Hvidovre";4
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">6 - 9 months";"Høje-Taastrup";4
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">6 - 9 months";"Ishøj";2
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">6 - 9 months";"Lyngby-Taarbæk";2
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">6 - 9 months";"Rødovre";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">6 - 9 months";"Vallensbæk";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">6 - 9 months";"Allerød";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">6 - 9 months";"Egedal";2
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">6 - 9 months";"Fredensborg";2
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">6 - 9 months";"Frederikssund";2
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">6 - 9 months";"Furesø";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">6 - 9 months";"Gribskov";2
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">6 - 9 months";"Halsnæs";2
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">6 - 9 months";"Helsingør";3
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">6 - 9 months";"Hillerød";1
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">6 - 9 months";"Hørsholm";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">6 - 9 months";"Rudersdal";3
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">6 - 9 months";"Bornholm";4
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">6 - 9 months";"Christiansø";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">6 - 9 months";"Greve";5
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">6 - 9 months";"Køge";5
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">6 - 9 months";"Lejre";2
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">6 - 9 months";"Roskilde";2
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">6 - 9 months";"Solrød";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">6 - 9 months";"Faxe";3
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">6 - 9 months";"Guldborgsund";7
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">6 - 9 months";"Holbæk";3
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">6 - 9 months";"Kalundborg";2
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">6 - 9 months";"Lolland";4
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">6 - 9 months";"Næstved";6
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">6 - 9 months";"Odsherred";1
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">6 - 9 months";"Ringsted";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">6 - 9 months";"Slagelse";6
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">6 - 9 months";"Sorø";1
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">6 - 9 months";"Stevns";1
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">6 - 9 months";"Vordingborg";3
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">6 - 9 months";"Assens";1
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">6 - 9 months";"Faaborg-Midtfyn";3
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">6 - 9 months";"Kerteminde";1
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">6 - 9 months";"Langeland";1
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">6 - 9 months";"Middelfart";3
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">6 - 9 months";"Nordfyns";2
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">6 - 9 months";"Nyborg";2
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">6 - 9 months";"Odense";13
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">6 - 9 months";"Svendborg";2
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">6 - 9 months";"Ærø";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">6 - 9 months";"Billund";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">6 - 9 months";"Esbjerg";5
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">6 - 9 months";"Fanø";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">6 - 9 months";"Fredericia";2
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">6 - 9 months";"Haderslev";6
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">6 - 9 months";"Kolding";7
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">6 - 9 months";"Sønderborg";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">6 - 9 months";"Tønder";1
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">6 - 9 months";"Varde";1
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">6 - 9 months";"Vejen";1
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">6 - 9 months";"Vejle";10
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">6 - 9 months";"Aabenraa";3
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">6 - 9 months";"Favrskov";1
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">6 - 9 months";"Hedensted";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">6 - 9 months";"Horsens";4
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">6 - 9 months";"Norddjurs";4
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">6 - 9 months";"Odder";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">6 - 9 months";"Randers";9
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">6 - 9 months";"Samsø";1
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">6 - 9 months";"Silkeborg";3
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">6 - 9 months";"Skanderborg";3
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">6 - 9 months";"Syddjurs";1
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">6 - 9 months";"Aarhus";18
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">6 - 9 months";"Herning";4
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">6 - 9 months";"Holstebro";4
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">6 - 9 months";"Ikast-Brande";3
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">6 - 9 months";"Lemvig";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">6 - 9 months";"Ringkøbing-Skjern";1
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">6 - 9 months";"Skive";2
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">6 - 9 months";"Struer";1
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">6 - 9 months";"Viborg";9
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">6 - 9 months";"Brønderslev";2
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">6 - 9 months";"Frederikshavn";3
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">6 - 9 months";"Hjørring";2
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">6 - 9 months";"Jammerbugt";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">6 - 9 months";"Læsø";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">6 - 9 months";"Mariagerfjord";1
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">6 - 9 months";"Morsø";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">6 - 9 months";"Rebild";1
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">6 - 9 months";"Thisted";4
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">6 - 9 months";"Vesthimmerlands";1
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">6 - 9 months";"Aalborg";12
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">6 - 9 months";"Unknown municipality";39
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">9 - 12 months";"Copenhagen";29
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">9 - 12 months";"Frederiksberg";7
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">9 - 12 months";"Dragør";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">9 - 12 months";"Tårnby";6
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">9 - 12 months";"Albertslund";2
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">9 - 12 months";"Ballerup";7
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">9 - 12 months";"Brøndby";5
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">9 - 12 months";"Gentofte";4
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">9 - 12 months";"Gladsaxe";3
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">9 - 12 months";"Glostrup";2
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">9 - 12 months";"Herlev";1
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">9 - 12 months";"Hvidovre";6
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">9 - 12 months";"Høje-Taastrup";7
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">9 - 12 months";"Ishøj";3
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">9 - 12 months";"Lyngby-Taarbæk";1
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">9 - 12 months";"Rødovre";2
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">9 - 12 months";"Vallensbæk";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">9 - 12 months";"Allerød";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">9 - 12 months";"Egedal";2
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">9 - 12 months";"Fredensborg";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">9 - 12 months";"Frederikssund";2
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">9 - 12 months";"Furesø";1
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">9 - 12 months";"Gribskov";1
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">9 - 12 months";"Halsnæs";3
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">9 - 12 months";"Helsingør";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">9 - 12 months";"Hillerød";1
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">9 - 12 months";"Hørsholm";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">9 - 12 months";"Rudersdal";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">9 - 12 months";"Bornholm";2
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">9 - 12 months";"Christiansø";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">9 - 12 months";"Greve";2
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">9 - 12 months";"Køge";1
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">9 - 12 months";"Lejre";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">9 - 12 months";"Roskilde";4
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">9 - 12 months";"Solrød";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">9 - 12 months";"Faxe";2
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">9 - 12 months";"Guldborgsund";3
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">9 - 12 months";"Holbæk";5
