"punishment";"offence";"age";"tot";"length";"region";"2023"
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">5 - 6 years";"Unknown municipality";9
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">6 - 8 years";"Copenhagen";3
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">6 - 8 years";"Frederiksberg";2
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">6 - 8 years";"Dragør";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">6 - 8 years";"Tårnby";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">6 - 8 years";"Albertslund";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">6 - 8 years";"Ballerup";1
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">6 - 8 years";"Brøndby";2
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">6 - 8 years";"Gentofte";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">6 - 8 years";"Gladsaxe";1
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">6 - 8 years";"Glostrup";2
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">6 - 8 years";"Herlev";1
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">6 - 8 years";"Hvidovre";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">6 - 8 years";"Høje-Taastrup";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">6 - 8 years";"Ishøj";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">6 - 8 years";"Lyngby-Taarbæk";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">6 - 8 years";"Rødovre";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">6 - 8 years";"Vallensbæk";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">6 - 8 years";"Allerød";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">6 - 8 years";"Egedal";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">6 - 8 years";"Fredensborg";1
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">6 - 8 years";"Frederikssund";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">6 - 8 years";"Furesø";1
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">6 - 8 years";"Gribskov";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">6 - 8 years";"Halsnæs";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">6 - 8 years";"Helsingør";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">6 - 8 years";"Hillerød";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">6 - 8 years";"Hørsholm";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">6 - 8 years";"Rudersdal";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">6 - 8 years";"Bornholm";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">6 - 8 years";"Christiansø";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">6 - 8 years";"Greve";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">6 - 8 years";"Køge";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">6 - 8 years";"Lejre";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">6 - 8 years";"Roskilde";1
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">6 - 8 years";"Solrød";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">6 - 8 years";"Faxe";1
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">6 - 8 years";"Guldborgsund";1
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">6 - 8 years";"Holbæk";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">6 - 8 years";"Kalundborg";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">6 - 8 years";"Lolland";1
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">6 - 8 years";"Næstved";2
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">6 - 8 years";"Odsherred";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">6 - 8 years";"Ringsted";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">6 - 8 years";"Slagelse";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">6 - 8 years";"Sorø";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">6 - 8 years";"Stevns";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">6 - 8 years";"Vordingborg";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">6 - 8 years";"Assens";1
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">6 - 8 years";"Faaborg-Midtfyn";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">6 - 8 years";"Kerteminde";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">6 - 8 years";"Langeland";1
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">6 - 8 years";"Middelfart";1
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">6 - 8 years";"Nordfyns";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">6 - 8 years";"Nyborg";1
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">6 - 8 years";"Odense";1
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">6 - 8 years";"Svendborg";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">6 - 8 years";"Ærø";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">6 - 8 years";"Billund";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">6 - 8 years";"Esbjerg";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">6 - 8 years";"Fanø";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">6 - 8 years";"Fredericia";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">6 - 8 years";"Haderslev";1
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">6 - 8 years";"Kolding";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">6 - 8 years";"Sønderborg";1
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">6 - 8 years";"Tønder";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">6 - 8 years";"Varde";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">6 - 8 years";"Vejen";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">6 - 8 years";"Vejle";2
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">6 - 8 years";"Aabenraa";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">6 - 8 years";"Favrskov";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">6 - 8 years";"Hedensted";2
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">6 - 8 years";"Horsens";3
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">6 - 8 years";"Norddjurs";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">6 - 8 years";"Odder";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">6 - 8 years";"Randers";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">6 - 8 years";"Samsø";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">6 - 8 years";"Silkeborg";3
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">6 - 8 years";"Skanderborg";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">6 - 8 years";"Syddjurs";1
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">6 - 8 years";"Aarhus";3
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">6 - 8 years";"Herning";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">6 - 8 years";"Holstebro";2
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">6 - 8 years";"Ikast-Brande";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">6 - 8 years";"Lemvig";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">6 - 8 years";"Ringkøbing-Skjern";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">6 - 8 years";"Skive";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">6 - 8 years";"Struer";1
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">6 - 8 years";"Viborg";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">6 - 8 years";"Brønderslev";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">6 - 8 years";"Frederikshavn";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">6 - 8 years";"Hjørring";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">6 - 8 years";"Jammerbugt";1
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">6 - 8 years";"Læsø";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">6 - 8 years";"Mariagerfjord";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">6 - 8 years";"Morsø";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">6 - 8 years";"Rebild";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">6 - 8 years";"Thisted";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">6 - 8 years";"Vesthimmerlands";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">6 - 8 years";"Aalborg";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">6 - 8 years";"Unknown municipality";12
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">8 - 12 years";"Copenhagen";9
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">8 - 12 years";"Frederiksberg";1
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">8 - 12 years";"Dragør";1
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">8 - 12 years";"Tårnby";2
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">8 - 12 years";"Albertslund";1
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">8 - 12 years";"Ballerup";1
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">8 - 12 years";"Brøndby";2
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">8 - 12 years";"Gentofte";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">8 - 12 years";"Gladsaxe";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">8 - 12 years";"Glostrup";1
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">8 - 12 years";"Herlev";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">8 - 12 years";"Hvidovre";1
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">8 - 12 years";"Høje-Taastrup";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">8 - 12 years";"Ishøj";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">8 - 12 years";"Lyngby-Taarbæk";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">8 - 12 years";"Rødovre";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">8 - 12 years";"Vallensbæk";2
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">8 - 12 years";"Allerød";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">8 - 12 years";"Egedal";1
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">8 - 12 years";"Fredensborg";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">8 - 12 years";"Frederikssund";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">8 - 12 years";"Furesø";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">8 - 12 years";"Gribskov";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">8 - 12 years";"Halsnæs";1
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">8 - 12 years";"Helsingør";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">8 - 12 years";"Hillerød";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">8 - 12 years";"Hørsholm";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">8 - 12 years";"Rudersdal";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">8 - 12 years";"Bornholm";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">8 - 12 years";"Christiansø";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">8 - 12 years";"Greve";1
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">8 - 12 years";"Køge";1
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">8 - 12 years";"Lejre";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">8 - 12 years";"Roskilde";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">8 - 12 years";"Solrød";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">8 - 12 years";"Faxe";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">8 - 12 years";"Guldborgsund";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">8 - 12 years";"Holbæk";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">8 - 12 years";"Kalundborg";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">8 - 12 years";"Lolland";1
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">8 - 12 years";"Næstved";1
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">8 - 12 years";"Odsherred";1
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">8 - 12 years";"Ringsted";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">8 - 12 years";"Slagelse";2
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">8 - 12 years";"Sorø";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">8 - 12 years";"Stevns";1
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">8 - 12 years";"Vordingborg";1
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">8 - 12 years";"Assens";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">8 - 12 years";"Faaborg-Midtfyn";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">8 - 12 years";"Kerteminde";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">8 - 12 years";"Langeland";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">8 - 12 years";"Middelfart";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">8 - 12 years";"Nordfyns";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">8 - 12 years";"Nyborg";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">8 - 12 years";"Odense";1
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">8 - 12 years";"Svendborg";1
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">8 - 12 years";"Ærø";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">8 - 12 years";"Billund";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">8 - 12 years";"Esbjerg";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">8 - 12 years";"Fanø";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">8 - 12 years";"Fredericia";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">8 - 12 years";"Haderslev";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">8 - 12 years";"Kolding";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">8 - 12 years";"Sønderborg";1
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">8 - 12 years";"Tønder";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">8 - 12 years";"Varde";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">8 - 12 years";"Vejen";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">8 - 12 years";"Vejle";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">8 - 12 years";"Aabenraa";1
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">8 - 12 years";"Favrskov";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">8 - 12 years";"Hedensted";1
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">8 - 12 years";"Horsens";2
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">8 - 12 years";"Norddjurs";2
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">8 - 12 years";"Odder";1
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">8 - 12 years";"Randers";2
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">8 - 12 years";"Samsø";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">8 - 12 years";"Silkeborg";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">8 - 12 years";"Skanderborg";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">8 - 12 years";"Syddjurs";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">8 - 12 years";"Aarhus";11
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">8 - 12 years";"Herning";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">8 - 12 years";"Holstebro";1
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">8 - 12 years";"Ikast-Brande";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">8 - 12 years";"Lemvig";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">8 - 12 years";"Ringkøbing-Skjern";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">8 - 12 years";"Skive";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">8 - 12 years";"Struer";1
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">8 - 12 years";"Viborg";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">8 - 12 years";"Brønderslev";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">8 - 12 years";"Frederikshavn";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">8 - 12 years";"Hjørring";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">8 - 12 years";"Jammerbugt";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">8 - 12 years";"Læsø";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">8 - 12 years";"Mariagerfjord";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">8 - 12 years";"Morsø";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">8 - 12 years";"Rebild";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">8 - 12 years";"Thisted";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">8 - 12 years";"Vesthimmerlands";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">8 - 12 years";"Aalborg";2
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">8 - 12 years";"Unknown municipality";11
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">12 year -";"Copenhagen";3
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">12 year -";"Frederiksberg";1
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">12 year -";"Dragør";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">12 year -";"Tårnby";1
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">12 year -";"Albertslund";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">12 year -";"Ballerup";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">12 year -";"Brøndby";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">12 year -";"Gentofte";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">12 year -";"Gladsaxe";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">12 year -";"Glostrup";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">12 year -";"Herlev";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">12 year -";"Hvidovre";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">12 year -";"Høje-Taastrup";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">12 year -";"Ishøj";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">12 year -";"Lyngby-Taarbæk";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">12 year -";"Rødovre";1
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">12 year -";"Vallensbæk";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">12 year -";"Allerød";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">12 year -";"Egedal";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">12 year -";"Fredensborg";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">12 year -";"Frederikssund";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">12 year -";"Furesø";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">12 year -";"Gribskov";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">12 year -";"Halsnæs";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">12 year -";"Helsingør";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">12 year -";"Hillerød";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">12 year -";"Hørsholm";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">12 year -";"Rudersdal";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">12 year -";"Bornholm";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">12 year -";"Christiansø";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">12 year -";"Greve";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">12 year -";"Køge";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">12 year -";"Lejre";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">12 year -";"Roskilde";1
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">12 year -";"Solrød";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">12 year -";"Faxe";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">12 year -";"Guldborgsund";1
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">12 year -";"Holbæk";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">12 year -";"Kalundborg";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">12 year -";"Lolland";2
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">12 year -";"Næstved";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">12 year -";"Odsherred";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">12 year -";"Ringsted";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">12 year -";"Slagelse";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">12 year -";"Sorø";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">12 year -";"Stevns";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">12 year -";"Vordingborg";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">12 year -";"Assens";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">12 year -";"Faaborg-Midtfyn";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">12 year -";"Kerteminde";1
